input,label
Problem: 6/18 x 2/5 | Student Answer: 1/3,conv-a
Problem: 1 7/18 ÷ 2/19 | Student Answer: 2 7/9,pf-b
Problem: 1 7/18 ÷ 2/19 | Student Answer: 3/38,pf-c
Problem: 1 7/18 ÷ 2/19 | Student Answer: 25/37,pf-d
Problem: 1 7/18 ÷ 2/19 | Student Answer: -27/1,pf-e
Problem: 1 7/18 ÷ 2/19 | Student Answer: 13 2/9,a
Problem: 9/16 - 1/3 | Student Answer: 25/48,conv-a
Problem: 9/16 - 1/3 | Student Answer: 16 1/9,conv-b
Problem: 9/16 - 1/3 | Student Answer: 1 7/19,conv-c
Problem: 9/16 - 1/3 | Student Answer: 8/13,conv-d
Problem: 9/16 - 1/3 | Student Answer: -11/48,po-a
Problem: 9/16 - 1/3 | Student Answer: 4 4/11,po-b
Problem: 9/16 - 1/3 | Student Answer: 3/16,po-c
Problem: 9/16 - 1/3 | Student Answer: 5/24,po-d
Problem: 9/16 - 1/3 | Student Answer: 1 7/8,pf-a
Problem: 9/16 - 1/3 | Student Answer: 5/8,pf-b
Problem: 9/16 - 1/3 | Student Answer: 9/19,pf-c
Problem: 9/16 - 1/3 | Student Answer: 9/16,pf-d
Problem: 9/16 - 1/3 | Student Answer: 1/6,pf-e
Problem: 9/16 - 1/3 | Student Answer: 5/24,a
Problem: 11/16 x 4 1/4 | Student Answer: 1 2/5,conv-a
Problem: 11/16 x 4 1/4 | Student Answer: 11/68,conv-b
Problem: 11/16 x 4 1/4 | Student Answer: 7 11/64,conv-c
Problem: 11/16 x 4 1/4 | Student Answer: -3/10,conv-d
Problem: 11/16 x 4 1/4 | Student Answer: -2 59/64,po-a
Problem: 11/16 x 4 1/4 | Student Answer: 64/187,po-b
Problem: 11/16 x 4 1/4 | Student Answer: -1/2,po-c
Problem: 11/16 x 4 1/4 | Student Answer: 7/16,po-d
Problem: 11/16 x 4 1/4 | Student Answer: 9 7/20,pf-a
Problem: 11/16 x 4 1/4 | Student Answer: 11 11/16,pf-b
Problem: 11/16 x 4 1/4 | Student Answer: 7/16,pf-c
Problem: 11/16 x 4 1/4 | Student Answer: 11/20,pf-d
Problem: 11/16 x 4 1/4 | Student Answer: 2 1/3,pf-e
Problem: 11/16 x 4 1/4 | Student Answer: 2 29/32,a
Problem: 6/14 ÷ 10/12 | Student Answer: 8/13,conv-a
Problem: 6/14 ÷ 10/12 | Student Answer: 5/14,conv-b
Problem: 6/14 ÷ 10/12 | Student Answer: 47/84,conv-c
Problem: 6/14 ÷ 10/12 | Student Answer: -2/13,conv-d
Problem: 6/14 ÷ 10/12 | Student Answer: -18/35,po-a
Problem: 6/14 ÷ 10/12 | Student Answer: 1 17/18,po-b
Problem: 6/14 ÷ 10/12 | Student Answer: 8/13,po-c
Problem: 6/14 ÷ 10/12 | Student Answer: 18/35,po-d
Problem: 6/14 ÷ 10/12 | Student Answer: 2 4/13,pf-a
Problem: 6/14 ÷ 10/12 | Student Answer: 4 2/7,pf-b
Problem: 6/14 ÷ 10/12 | Student Answer: 2/21,pf-c
Problem: 6/14 ÷ 10/12 | Student Answer: 3/13,pf-d
Problem: 6/14 ÷ 10/12 | Student Answer: 8/1,pf-e
Problem: 6/14 ÷ 10/12 | Student Answer: 17/35,a
Problem: 11/18 ÷ 9/15 | Student Answer: 11/30,conv-a
Problem: 11/18 ÷ 9/15 | Student Answer: 11/30,conv-b
Problem: 11/18 ÷ 9/15 | Student Answer: 23/30,conv-c
Problem: 11/18 ÷ 9/15 | Student Answer: 2/33,conv-d
Problem: 11/18 ÷ 9/15 | Student Answer: -1 1/54,po-a
Problem: 11/18 ÷ 9/15 | Student Answer: 54/55,po-b
Problem: 11/18 ÷ 9/15 | Student Answer: 20/33,po-c
Problem: 11/18 ÷ 9/15 | Student Answer: 1 1/54,po-d
Problem: 11/18 ÷ 9/15 | Student Answer: 3/1,pf-a
Problem: 11/18 ÷ 9/15 | Student Answer: 5 1/2,pf-b
Problem: 11/18 ÷ 9/15 | Student Answer: 2/27,pf-c
Problem: 11/18 ÷ 9/15 | Student Answer: 1/3,pf-d
Problem: 11/18 ÷ 9/15 | Student Answer: 6 2/3,pf-e
Problem: 11/18 ÷ 9/15 | Student Answer: 2 1/27,a
Problem: 3/18 ÷ 10/17 | Student Answer: 13/35,conv-a
Problem: 3/18 ÷ 10/17 | Student Answer: 5/51,conv-b
Problem: 3/18 ÷ 10/17 | Student Answer: 31/35,conv-c
Problem: 3/18 ÷ 10/17 | Student Answer: -1/5,conv-d
Problem: 3/18 ÷ 10/17 | Student Answer: -17/60,po-a
Problem: 3/18 ÷ 10/17 | Student Answer: 3 9/17,po-b
Problem: 3/18 ÷ 10/17 | Student Answer: 13/35,po-c
Problem: 3/18 ÷ 10/17 | Student Answer: 17/60,po-d
Problem: 3/18 ÷ 10/17 | Student Answer: 6/7,pf-a
Problem: 3/18 ÷ 10/17 | Student Answer: 1 2/3,pf-b
Problem: 3/18 ÷ 10/17 | Student Answer: 13/306,pf-c
Problem: 3/18 ÷ 10/17 | Student Answer: 3/35,pf-d
Problem: 3/18 ÷ 10/17 | Student Answer: 13/1,pf-e
Problem: 3/18 ÷ 10/17 | Student Answer: 17/61,a
Problem: 4/18 + 6/11 | Student Answer: 2/9,conv-a
Problem: 4/18 + 6/11 | Student Answer: 18 1/4,conv-b
Problem: 4/18 + 6/11 | Student Answer: 28/29,conv-c
Problem: 4/18 + 6/11 | Student Answer: -2/29,conv-d
Problem: 4/18 + 6/11 | Student Answer: -76/99,po-a
Problem: 4/18 + 6/11 | Student Answer: 1 23/76,po-b
Problem: 4/18 + 6/11 | Student Answer: 4/33,po-c
Problem: 4/18 + 6/11 | Student Answer: 5/99,po-d
Problem: 4/18 + 6/11 | Student Answer: 1 3/7,pf-a
Problem: 4/18 + 6/11 | Student Answer: 5/9,pf-b
Problem: 4/18 + 6/11 | Student Answer: 22/87,pf-c
Problem: 4/18 + 6/11 | Student Answer: 10/11,pf-d
Problem: 4/18 + 6/11 | Student Answer: 1 3/7,pf-e
Problem: 4/18 + 6/11 | Student Answer: 7/9,a
Problem: 12/15 + 10/11 | Student Answer: 8/11,conv-a
Problem: 12/15 + 10/11 | Student Answer: 4/5,conv-b
Problem: 12/15 + 10/11 | Student Answer: 1 11/26,conv-c
Problem: 12/15 + 10/11 | Student Answer: 1/13,conv-d
Problem: 12/15 + 10/11 | Student Answer: -1 39/55,po-a
Problem: 12/15 + 10/11 | Student Answer: 55/94,po-b
Problem: 12/15 + 10/11 | Student Answer: 8/11,po-c
Problem: 12/15 + 10/11 | Student Answer: 2/15,po-d
Problem: 12/15 + 10/11 | Student Answer: 16 2/15,pf-a
Problem: 12/15 + 10/11 | Student Answer: 2/1,pf-b
Problem: 12/15 + 10/11 | Student Answer: 1/13,pf-c
Problem: 12/15 + 10/11 | Student Answer: 2/15,pf-d
Problem: 12/15 + 10/11 | Student Answer: 5 1/2,pf-e
Problem: 12/15 + 10/11 | Student Answer: 3 23/55,a
Problem: 2/10 x 1/5 | Student Answer: 6/25,conv-a
Problem: 2/10 x 1/5 | Student Answer: 1/1,conv-b
Problem: 2/10 x 1/5 | Student Answer: 6/25,conv-c
Problem: 2/10 x 1/5 | Student Answer: 1/15,conv-d
Problem: 2/10 x 1/5 | Student Answer: -1/25,po-a
Problem: 2/10 x 1/5 | Student Answer: 25/1,po-b
Problem: 2/10 x 1/5 | Student Answer: 1/5,po-c
Problem: 2/10 x 1/5 | Student Answer: 3/50,po-d
Problem: 2/10 x 1/5 | Student Answer: 2/15,pf-a
Problem: 2/10 x 1/5 | Student Answer: 1/5,pf-b
Problem: 2/10 x 1/5 | Student Answer: 3/50,pf-c
Problem: 2/10 x 1/5 | Student Answer: 2/15,pf-d
Problem: 2/10 x 1/5 | Student Answer: 3/5,pf-e
Problem: 2/10 x 1/5 | Student Answer: 0/1,a
Problem: 1/14 x 1/5 | Student Answer: 16/19,conv-a
Problem: 1/14 x 1/5 | Student Answer: 5/14,conv-b
Problem: 1/14 x 1/5 | Student Answer: 3/14,conv-c
Problem: 1/14 x 1/5 | Student Answer: 0/1,conv-d
Problem: 1/14 x 1/5 | Student Answer: -1/70,po-a
Problem: 1/14 x 1/5 | Student Answer: 70/1,po-b
Problem: 1/14 x 1/5 | Student Answer: 0/1,po-c
Problem: 1/14 x 1/5 | Student Answer: 1/35,po-d
Problem: 1/14 x 1/5 | Student Answer: 1/19,pf-a
Problem: 1/14 x 1/5 | Student Answer: 1/14,pf-b
Problem: 1/14 x 1/5 | Student Answer: 1/35,pf-c
Problem: 1/14 x 1/5 | Student Answer: 1/19,pf-d
Problem: 1/14 x 1/5 | Student Answer: 2/9,pf-e
Problem: 1/14 x 1/5 | Student Answer: 1/71,a
Problem: 12/17 x 10/12 | Student Answer: 12/17,conv-a
Problem: 12/17 x 10/12 | Student Answer: 72/85,conv-b
Problem: 12/17 x 10/12 | Student Answer: 1 10/29,conv-c
Problem: 12/17 x 10/12 | Student Answer: 2/29,conv-d
Problem: 12/17 x 10/12 | Student Answer: -10/17,po-a
Problem: 12/17 x 10/12 | Student Answer: 1 7/10,po-b
Problem: 12/17 x 10/12 | Student Answer: 2/5,po-c
Problem: 12/17 x 10/12 | Student Answer: 11/102,po-d
Problem: 12/17 x 10/12 | Student Answer: 4 4/29,pf-a
Problem: 12/17 x 10/12 | Student Answer: 7 1/17,pf-b
Problem: 12/17 x 10/12 | Student Answer: 11/102,pf-c
Problem: 12/17 x 10/12 | Student Answer: 12/29,pf-d
Problem: 12/17 x 10/12 | Student Answer: 4 2/5,pf-e
Problem: 12/17 x 10/12 | Student Answer: 9/17,a
Problem: 4 12/14 - 8/12 | Student Answer: 3 19/21,conv-a
Problem: 4 12/14 - 8/12 | Student Answer: 4 6/7,conv-b
Problem: 4 12/14 - 8/12 | Student Answer: 3 6/13,conv-c
Problem: 4 12/14 - 8/12 | Student Answer: 30/1,conv-d
Problem: 4 12/14 - 8/12 | Student Answer: -4 4/21,po-a
Problem: 4 12/14 - 8/12 | Student Answer: 21/88,po-b
Problem: 4 12/14 - 8/12 | Student Answer: 3 5/21,po-c
Problem: 4 12/14 - 8/12 | Student Answer: 19/42,po-d
Problem: 4 12/14 - 8/12 | Student Answer: 65 1/7,pf-a
Problem: 4 12/14 - 8/12 | Student Answer: 5 3/7,pf-b
Problem: 4 12/14 - 8/12 | Student Answer: 2 4/13,pf-c
Problem: 4 12/14 - 8/12 | Student Answer: 6 1/3,pf-d
Problem: 4 12/14 - 8/12 | Student Answer: 5/14,pf-e
Problem: 4 12/14 - 8/12 | Student Answer: 8 8/21,a
Problem: 2/3 x 8/11 | Student Answer: 13/14,conv-a
Problem: 2/3 x 8/11 | Student Answer: 11/12,conv-b
Problem: 2/3 x 8/11 | Student Answer: 1 7/33,conv-c
Problem: 2/3 x 8/11 | Student Answer: -3/7,conv-d
Problem: 2/3 x 8/11 | Student Answer: -16/33,po-a
Problem: 2/3 x 8/11 | Student Answer: 2 1/16,po-b
Problem: 2/3 x 8/11 | Student Answer: 3/4,po-c
Problem: 2/3 x 8/11 | Student Answer: 10/33,po-d
Problem: 2/3 x 8/11 | Student Answer: 1 1/7,pf-a
Problem: 2/3 x 8/11 | Student Answer: 5 1/3,pf-b
Problem: 2/3 x 8/11 | Student Answer: 10/33,pf-c
Problem: 2/3 x 8/11 | Student Answer: 1/7,pf-d
Problem: 2/3 x 8/11 | Student Answer: -1 1/4,pf-e
Problem: 2/3 x 8/11 | Student Answer: 8/17,a
Problem: 12/16 + 3 4/7 | Student Answer: 3/4,conv-a
Problem: 12/16 + 3 4/7 | Student Answer: 16 1/12,conv-b
Problem: 12/16 + 3 4/7 | Student Answer: 1 15/16,conv-c
Problem: 12/16 + 3 4/7 | Student Answer: -13/23,conv-d
Problem: 12/16 + 3 4/7 | Student Answer: -4 9/28,po-a
Problem: 12/16 + 3 4/7 | Student Answer: 28/121,po-b
Problem: 12/16 + 3 4/7 | Student Answer: 2 19/28,po-c
Problem: 12/16 + 3 4/7 | Student Answer: 37/112,po-d
Problem: 12/16 + 3 4/7 | Student Answer: 16 3/16,pf-a
Problem: 12/16 + 3 4/7 | Student Answer: 2 5/16,pf-b
Problem: 12/16 + 3 4/7 | Student Answer: 84/575,pf-c
Problem: 12/16 + 3 4/7 | Student Answer: -13/16,pf-d
Problem: 12/16 + 3 4/7 | Student Answer: 4 1/9,pf-e
Problem: 12/16 + 3 4/7 | Student Answer: 4 2/7,a
Problem: 7/17 - 4 2/5 | Student Answer: 1 7/22,conv-a
Problem: 7/17 - 4 2/5 | Student Answer: 7/17,conv-b
Problem: 7/17 - 4 2/5 | Student Answer: 6 18/85,conv-c
Problem: 7/17 - 4 2/5 | Student Answer: -1 1/4,conv-d
Problem: 7/17 - 4 2/5 | Student Answer: 3 84/85,po-a
Problem: 7/17 - 4 2/5 | Student Answer: -85/339,po-b
Problem: 7/17 - 4 2/5 | Student Answer: 1 69/85,po-c
Problem: 7/17 - 4 2/5 | Student Answer: 29/85,po-d
Problem: 7/17 - 4 2/5 | Student Answer: 1 7/22,pf-a
Problem: 7/17 - 4 2/5 | Student Answer: 1 12/17,pf-b
Problem: 7/17 - 4 2/5 | Student Answer: 35/484,pf-c
Problem: 7/17 - 4 2/5 | Student Answer: 9 1/17,pf-d
Problem: 7/17 - 4 2/5 | Student Answer: -3/17,pf-e
Problem: 7/17 - 4 2/5 | Student Answer: -3 83/85,a
Problem: 2/18 ÷ 2/3 | Student Answer: 4/21,conv-a
Problem: 2/18 ÷ 2/3 | Student Answer: 2/27,conv-b
Problem: 2/18 ÷ 2/3 | Student Answer: 20/27,conv-c
Problem: 2/18 ÷ 2/3 | Student Answer: 0/1,conv-d
Problem: 2/18 ÷ 2/3 | Student Answer: -1/6,po-a
Problem: 2/18 ÷ 2/3 | Student Answer: 6/1,po-b
Problem: 2/18 ÷ 2/3 | Student Answer: 4/21,po-c
Problem: 2/18 ÷ 2/3 | Student Answer: 1/6,po-d
Problem: 2/18 ÷ 2/3 | Student Answer: 4/21,pf-a
Problem: 2/18 ÷ 2/3 | Student Answer: 2/9,pf-b
Problem: 2/18 ÷ 2/3 | Student Answer: 2/27,pf-c
Problem: 2/18 ÷ 2/3 | Student Answer: 2/21,pf-d
Problem: 2/18 ÷ 2/3 | Student Answer: 4/15,pf-e
Problem: 2/18 ÷ 2/3 | Student Answer: 1/3,a
Problem: 2 8/10 + 1 2/13 | Student Answer: 4 5/13,conv-a
Problem: 2 8/10 + 1 2/13 | Student Answer: 1 2/13,conv-b
Problem: 2 8/10 + 1 2/13 | Student Answer: 2 7/26,conv-c
Problem: 2 8/10 + 1 2/13 | Student Answer: 13/23,conv-d
Problem: 2 8/10 + 1 2/13 | Student Answer: -3 62/65,po-a
Problem: 2 8/10 + 1 2/13 | Student Answer: 65/257,po-b
Problem: 2 8/10 + 1 2/13 | Student Answer: 3 3/13,po-c
Problem: 2 8/10 + 1 2/13 | Student Answer: 43/130,po-d
Problem: 2 8/10 + 1 2/13 | Student Answer: 55 9/10,pf-a
Problem: 2 8/10 + 1 2/13 | Student Answer: 3 4/13,pf-b
Problem: 2 8/10 + 1 2/13 | Student Answer: 13/23,pf-c
Problem: 2 8/10 + 1 2/13 | Student Answer: 1 3/10,pf-d
Problem: 2 8/10 + 1 2/13 | Student Answer: -14 1/3,pf-e
Problem: 2 8/10 + 1 2/13 | Student Answer: 3 63/65,a
Problem: 3 3/11 - 1 14/15 | Student Answer: 8 43/165,conv-a
Problem: 3 3/11 - 1 14/15 | Student Answer: 11 1/36,conv-b
Problem: 3 3/11 - 1 14/15 | Student Answer: 2 19/33,conv-c
Problem: 3 3/11 - 1 14/15 | Student Answer: -1 3/4,conv-d
Problem: 3 3/11 - 1 14/15 | Student Answer: -1 56/165,po-a
Problem: 3 3/11 - 1 14/15 | Student Answer: 165/221,po-b
Problem: 3 3/11 - 1 14/15 | Student Answer: 6 18/55,po-c
Problem: 3 3/11 - 1 14/15 | Student Answer: 13/33,po-d
Problem: 3 3/11 - 1 14/15 | Student Answer: 2 1/2,pf-a
Problem: 3 3/11 - 1 14/15 | Student Answer: 4 1/3,pf-b
Problem: 3 3/11 - 1 14/15 | Student Answer: 7/26,pf-c
Problem: 3 3/11 - 1 14/15 | Student Answer: 4 1/3,pf-d
Problem: 3 3/11 - 1 14/15 | Student Answer: 7/165,pf-e
Problem: 3 3/11 - 1 14/15 | Student Answer: 1 55/166,a
Problem: 4/5 + 4 7/20 | Student Answer: 3 12/25,conv-a
Problem: 4/5 + 4 7/20 | Student Answer: 4 7/20,conv-b
Problem: 4/5 + 4 7/20 | Student Answer: 3 21/25,conv-c
Problem: 4/5 + 4 7/20 | Student Answer: -3 8/25,conv-d
Problem: 4/5 + 4 7/20 | Student Answer: -5 3/20,po-a
Problem: 4/5 + 4 7/20 | Student Answer: 20/103,po-b
Problem: 4/5 + 4 7/20 | Student Answer: 3 12/25,po-c
Problem: 4/5 + 4 7/20 | Student Answer: 91/100,po-d
Problem: 4/5 + 4 7/20 | Student Answer: 364/1,pf-a
Problem: 4/5 + 4 7/20 | Student Answer: 4 11/20,pf-b
Problem: 4/5 + 4 7/20 | Student Answer: -3 8/25,pf-c
Problem: 4/5 + 4 7/20 | Student Answer: 69 3/5,pf-d
Problem: 4/5 + 4 7/20 | Student Answer: -6 1/15,pf-e
Problem: 4/5 + 4 7/20 | Student Answer: 5 1/10,a
Problem: 3 8/17 - 4/8 | Student Answer: 3 1/5,conv-a
Problem: 3 8/17 - 4/8 | Student Answer: 1/2,conv-b
Problem: 3 8/17 - 4/8 | Student Answer: 7 55/136,conv-c
Problem: 3 8/17 - 4/8 | Student Answer: 6 1/9,conv-d
Problem: 3 8/17 - 4/8 | Student Answer: -2 33/34,po-a
Problem: 3 8/17 - 4/8 | Student Answer: 34/101,po-b
Problem: 3 8/17 - 4/8 | Student Answer: 1 25/34,po-c
Problem: 3 8/17 - 4/8 | Student Answer: 63/136,po-d
Problem: 3 8/17 - 4/8 | Student Answer: 29 11/17,pf-a
Problem: 3 8/17 - 4/8 | Student Answer: 7 7/8,pf-b
Problem: 3 8/17 - 4/8 | Student Answer: 4 18/25,pf-c
Problem: 3 8/17 - 4/8 | Student Answer: 3 4/17,pf-d
Problem: 3 8/17 - 4/8 | Student Answer: 55/136,pf-e
Problem: 3 8/17 - 4/8 | Student Answer: 2 16/17,a
Problem: 2/11 + 5/16 | Student Answer: 65/176,conv-a
Problem: 2/11 + 5/16 | Student Answer: 2/11,conv-b
Problem: 2/11 + 5/16 | Student Answer: 2/3,conv-c
Problem: 2/11 + 5/16 | Student Answer: -1/9,conv-d
Problem: 2/11 + 5/16 | Student Answer: -87/176,po-a
Problem: 2/11 + 5/16 | Student Answer: 2 2/87,po-b
Problem: 2/11 + 5/16 | Student Answer: 5/88,po-c
Problem: 2/11 + 5/16 | Student Answer: 7/176,po-d
Problem: 2/11 + 5/16 | Student Answer: -1 2/5,pf-a
Problem: 2/11 + 5/16 | Student Answer: 7/16,pf-b
Problem: 2/11 + 5/16 | Student Answer: 32/135,pf-c
Problem: 2/11 + 5/16 | Student Answer: 10/11,pf-d
Problem: 2/11 + 5/16 | Student Answer: -1 2/5,pf-e
Problem: 2/11 + 5/16 | Student Answer: 1/2,a
Problem: 6/19 x 2 10/20 | Student Answer: 15/19,conv-a
Problem: 6/19 x 2 10/20 | Student Answer: 12/95,conv-b
Problem: 6/19 x 2 10/20 | Student Answer: 41/95,conv-c
Problem: 6/19 x 2 10/20 | Student Answer: -1 5/39,conv-d
Problem: 6/19 x 2 10/20 | Student Answer: -15/19,po-a
Problem: 6/19 x 2 10/20 | Student Answer: 1 4/15,po-b
Problem: 6/19 x 2 10/20 | Student Answer: 44/1,po-c
Problem: 6/19 x 2 10/20 | Student Answer: 14/95,po-d
Problem: 6/19 x 2 10/20 | Student Answer: 7 9/13,pf-a
Problem: 6/19 x 2 10/20 | Student Answer: 15 15/19,pf-b
Problem: 6/19 x 2 10/20 | Student Answer: 14/95,pf-c
Problem: 6/19 x 2 10/20 | Student Answer: 2/13,pf-d
Problem: 6/19 x 2 10/20 | Student Answer: -56/1,pf-e
Problem: 6/19 x 2 10/20 | Student Answer: 3/4,a
Problem: 1 11/13 x 2/3 | Student Answer: 2 7/16,conv-a
Problem: 1 11/13 x 2/3 | Student Answer: 2 10/13,conv-b
Problem: 1 11/13 x 2/3 | Student Answer: 8 2/39,conv-c
Problem: 1 11/13 x 2/3 | Student Answer: 1 3/8,conv-d
Problem: 1 11/13 x 2/3 | Student Answer: -1 3/13,po-a
Problem: 1 11/13 x 2/3 | Student Answer: 13/16,po-b
Problem: 1 11/13 x 2/3 | Student Answer: 2 1/5,po-c
Problem: 1 11/13 x 2/3 | Student Answer: 2/3,po-d
Problem: 1 11/13 x 2/3 | Student Answer: 3/1,pf-a
Problem: 1 11/13 x 2/3 | Student Answer: 3 9/13,pf-b
Problem: 1 11/13 x 2/3 | Student Answer: 2/3,pf-c
Problem: 1 11/13 x 2/3 | Student Answer: 1 1/2,pf-d
Problem: 1 11/13 x 2/3 | Student Answer: 2 3/5,pf-e
Problem: 1 11/13 x 2/3 | Student Answer: 1 4/13,a
Problem: 15/20 - 1/4 | Student Answer: 7/16,conv-a
Problem: 15/20 - 1/4 | Student Answer: 1/4,conv-b
Problem: 15/20 - 1/4 | Student Answer: 7/16,conv-c
Problem: 15/20 - 1/4 | Student Answer: 7/8,conv-d
Problem: 15/20 - 1/4 | Student Answer: -1/2,po-a
Problem: 15/20 - 1/4 | Student Answer: 2/1,po-b
Problem: 15/20 - 1/4 | Student Answer: 3/16,po-c
Problem: 15/20 - 1/4 | Student Answer: 1/5,po-d
Problem: 15/20 - 1/4 | Student Answer: 1/1,pf-a
Problem: 15/20 - 1/4 | Student Answer: 4/5,pf-b
Problem: 15/20 - 1/4 | Student Answer: 2 1/2,pf-c
Problem: 15/20 - 1/4 | Student Answer: 4/1,pf-d
Problem: 15/20 - 1/4 | Student Answer: 7/40,pf-e
Problem: 15/20 - 1/4 | Student Answer: 1/3,a
Problem: 1/20 ÷ 2 16/19 | Student Answer: 1/20,conv-a
Problem: 1/20 ÷ 2 16/19 | Student Answer: 27/190,conv-b
Problem: 1/20 ÷ 2 16/19 | Student Answer: 1 12/13,conv-c
Problem: 1/20 ÷ 2 16/19 | Student Answer: -1 14/39,conv-d
Problem: 1/20 ÷ 2 16/19 | Student Answer: -19/1080,po-a
Problem: 1/20 ÷ 2 16/19 | Student Answer: 56 16/19,po-b
Problem: 1/20 ÷ 2 16/19 | Student Answer: 1 16/39,po-c
Problem: 1/20 ÷ 2 16/19 | Student Answer: 19/1080,po-d
Problem: 1/20 ÷ 2 16/19 | Student Answer: 1 5/13,pf-a
Problem: 1/20 ÷ 2 16/19 | Student Answer: 2 7/10,pf-b
Problem: 1/20 ÷ 2 16/19 | Student Answer: 11/76,pf-c
Problem: 1/20 ÷ 2 16/19 | Student Answer: 1/39,pf-d
Problem: 1/20 ÷ 2 16/19 | Student Answer: 55/1,pf-e
Problem: 1/20 ÷ 2 16/19 | Student Answer: 19/1081,a
Problem: 2/20 + 6/8 | Student Answer: 1/10,conv-a
Problem: 2/20 + 6/8 | Student Answer: 1/10,conv-b
Problem: 2/20 + 6/8 | Student Answer: 1/1,conv-c
Problem: 2/20 + 6/8 | Student Answer: -1/7,conv-d
Problem: 2/20 + 6/8 | Student Answer: -17/20,po-a
Problem: 2/20 + 6/8 | Student Answer: 1 3/17,po-b
Problem: 2/20 + 6/8 | Student Answer: 3/40,po-c
Problem: 2/20 + 6/8 | Student Answer: 1/20,po-d
Problem: 2/20 + 6/8 | Student Answer: 3 1/5,pf-a
Problem: 2/20 + 6/8 | Student Answer: 1/1,pf-b
Problem: 2/20 + 6/8 | Student Answer: 3/7,pf-c
Problem: 2/20 + 6/8 | Student Answer: 3/5,pf-d
Problem: 2/20 + 6/8 | Student Answer: 2/3,pf-e
Problem: 2/20 + 6/8 | Student Answer: 17/21,a
Problem: 5 2/6 - 13/15 | Student Answer: 2 1/7,conv-a
Problem: 5 2/6 - 13/15 | Student Answer: 6 1/32,conv-b
Problem: 5 2/6 - 13/15 | Student Answer: 5 22/45,conv-c
Problem: 5 2/6 - 13/15 | Student Answer: -2 1/9,conv-d
Problem: 5 2/6 - 13/15 | Student Answer: -4 7/15,po-a
Problem: 5 2/6 - 13/15 | Student Answer: 15/67,po-b
Problem: 5 2/6 - 13/15 | Student Answer: 4 28/45,po-c
Problem: 5 2/6 - 13/15 | Student Answer: 1/2,po-d
Problem: 5 2/6 - 13/15 | Student Answer: 112 1/2,pf-a
Problem: 5 2/6 - 13/15 | Student Answer: 3/1,pf-b
Problem: 5 2/6 - 13/15 | Student Answer: 19 17/21,pf-c
Problem: 5 2/6 - 13/15 | Student Answer: 69 1/3,pf-d
Problem: 5 2/6 - 13/15 | Student Answer: 19/90,pf-e
Problem: 5 2/6 - 13/15 | Student Answer: 4 3/16,a
Problem: 1 1/6 + 2 7/9 | Student Answer: 2 8/15,conv-a
Problem: 1 1/6 + 2 7/9 | Student Answer: 2 7/9,conv-b
Problem: 1 1/6 + 2 7/9 | Student Answer: 6 1/54,conv-c
Problem: 1 1/6 + 2 7/9 | Student Answer: -1 1/5,conv-d
Problem: 1 1/6 + 2 7/9 | Student Answer: -3 17/18,po-a
Problem: 1 1/6 + 2 7/9 | Student Answer: 18/71,po-b
Problem: 1 1/6 + 2 7/9 | Student Answer: 3 13/54,po-c
Problem: 1 1/6 + 2 7/9 | Student Answer: 16/27,po-d
Problem: 1 1/6 + 2 7/9 | Student Answer: -10 2/3,pf-a
Problem: 1 1/6 + 2 7/9 | Student Answer: 3 5/9,pf-b
Problem: 1 1/6 + 2 7/9 | Student Answer: 11 2/3,pf-c
Problem: 1 1/6 + 2 7/9 | Student Answer: 3 5/9,pf-d
Problem: 1 1/6 + 2 7/9 | Student Answer: -10 2/3,pf-e
Problem: 1 1/6 + 2 7/9 | Student Answer: 4/1,a
Problem: 5/7 x 2/5 | Student Answer: 1 1/6,conv-a
Problem: 5/7 x 2/5 | Student Answer: 1 11/14,conv-b
Problem: 5/7 x 2/5 | Student Answer: 24/35,conv-c
Problem: 5/7 x 2/5 | Student Answer: 1/4,conv-d
Problem: 5/7 x 2/5 | Student Answer: -2/7,po-a
Problem: 5/7 x 2/5 | Student Answer: 3 1/2,po-b
Problem: 5/7 x 2/5 | Student Answer: 1 1/2,po-c
Problem: 5/7 x 2/5 | Student Answer: 1/5,po-d
Problem: 5/7 x 2/5 | Student Answer: 5/6,pf-a
Problem: 5/7 x 2/5 | Student Answer: 1 3/7,pf-b
Problem: 5/7 x 2/5 | Student Answer: 1/5,pf-c
Problem: 5/7 x 2/5 | Student Answer: 5/12,pf-d
Problem: 5/7 x 2/5 | Student Answer: 3 1/2,pf-e
Problem: 5/7 x 2/5 | Student Answer: 1/7,a
Problem: 5 7/19 x 8/15 | Student Answer: 5 7/19,conv-a
Problem: 5 7/19 x 8/15 | Student Answer: 10 5/76,conv-b
Problem: 5 7/19 x 8/15 | Student Answer: 6 236/285,conv-c
Problem: 5 7/19 x 8/15 | Student Answer: 2 13/17,conv-d
Problem: 5 7/19 x 8/15 | Student Answer: -2 82/95,po-a
Problem: 5 7/19 x 8/15 | Student Answer: 95/272,po-b
Problem: 5 7/19 x 8/15 | Student Answer: 23 1/2,po-c
Problem: 5 7/19 x 8/15 | Student Answer: 22/57,po-d
Problem: 5 7/19 x 8/15 | Student Answer: 24/1,pf-a
Problem: 5 7/19 x 8/15 | Student Answer: 42 18/19,pf-b
Problem: 5 7/19 x 8/15 | Student Answer: 22/57,pf-c
Problem: 5 7/19 x 8/15 | Student Answer: 3/1,pf-d
